"filename","Texture","run_id","C","sigma","pca_components","R2.cal","RMSE.cal","RPD.cal","RPIQ.cal","R2.val","RMSE.val","RPD.val","RPIQ.val","ME.val","MEC.val","CCC.val","training_time_sec"
"TC","ClLo",48,16,0.0389500650006939,22,0.905984498218504,1.25343806172127,3.4118451090306,2.06004675967324,0.933285372497672,0.815087482650426,3.85646377546347,3.02824473757573,0.0747128604358478,0.932673525623245,0.965421226550174,92.7963869571686
"TC","ClLo",49,8,0.0380208667473849,22,0.909632071237845,1.24769804406806,3.39969733856133,2.076022698212,0.951395277854755,0.722135276739513,4.50943247222281,3.45855013312264,0.0665839673349272,0.950759709133318,0.975141028518264,93.0547375679016
"TC","ClLo",50,32,0.0376763006533115,22,0.919383172317201,1.06804733190763,3.65381670464551,2.45170571029194,0.90629593907664,1.31461604884524,3.14650219552246,1.81569690412398,-0.0636049841335998,0.898863409860418,0.942280943792098,94.9585227966309
"TC","Lo",1,8,0.0374127271155973,22,0.944493234202011,1.03326585860427,4.29795954958861,2.4078852836198,0.930546609665177,1.14445061550581,3.75609962668394,2.50598838310943,-0.00917144304122547,0.929070403015323,0.96182498539909,237.562770605087
"TC","Lo",2,8,0.0376619677042136,22,0.939885106654931,1.09687831287818,4.11305179474902,2.32129481010422,0.930361426408641,1.09791138310998,3.75669178026182,2.49454007138721,-0.0163133459653517,0.92909276199862,0.961946246912519,242.863835573196
"TC","Lo",3,8,0.0382016415749824,22,0.941137666921468,1.08807417808961,4.14780769935094,2.3988520061957,0.937470700797511,1.05270504282343,3.91331656059125,2.46247753126305,0.0260043094666429,0.934655094144409,0.964452929358611,232.002632856369
"TC","Lo",4,8,0.0374679964614756,22,0.945349738680138,1.02041955640157,4.23578300023237,2.53883499071287,0.932107710308021,1.24109428435899,3.68434483228992,2.12676563599136,-0.0201256214614927,0.926280707821477,0.958834077881653,241.865418434143
"TC","Lo",5,16,0.0371370431228368,22,0.949542445168028,0.969365539327722,4.39058485723665,2.71511819145677,0.915796398079438,1.3891726559053,3.3945636424742,1.83849413652302,-0.0262787406475913,0.913157206044787,0.952302298929083,261.109488248825
"TC","Lo",6,8,0.035998246991606,22,0.942132937832924,1.08943844572319,4.11469393653865,2.38517595252944,0.945131293360393,0.994215766527946,4.22109116046879,2.66193791539073,0.0499912537143222,0.943836749475499,0.970132598343382,253.231838464737
"TC","Lo",7,16,0.0377147395092346,22,0.945709073621335,1.02149131946802,4.19464081558944,2.56685417930475,0.934302483201784,1.22940711571928,3.78547260279282,2.0732274178426,-0.00268573221181932,0.930166873951508,0.961505835381924,233.141867399216
"TC","Lo",8,8,0.0364861355150705,22,0.935675632625316,1.10229729048086,3.99342010229324,2.40205443927468,0.957726616550499,0.917726402711512,4.78607266930596,2.72971174480581,0.0317891490057704,0.956313915518483,0.976848342340481,240.481446027756
"TC","Lo",9,8,0.0363577149304762,22,0.936711331432458,1.10714681285361,3.94280254355549,2.36474980517889,0.951961108275526,0.9842714538923,4.54747814937116,2.61887942833914,0.0189278030456303,0.951609461367205,0.974752725942441,248.107335329056
"TC","Lo",10,16,0.0380150737884534,22,0.937746029620406,1.08482952465256,3.96559611919989,2.48198249477248,0.935566437456098,1.27578271360219,3.61947135859333,1.94214590469252,-0.0722526575527977,0.923614414921112,0.956055078446897,245.376631736755
"TC","Lo",11,16,0.036545163749742,22,0.924257192659728,1.19724824095236,3.58482950629392,2.18163476725787,0.962465248412505,0.919522183180292,5.04555513765929,2.81509370284812,0.0132785610670942,0.960691743150209,0.979111352585697,233.737708806992
